0,2014-09-24 16:34:49-04:00,TRAIN,0.34702326474201417,-2.727403256190108,20140924_163431_envmap.exr
1,2014-09-24 16:36:49-04:00,TRAIN,0.34154844802383777,-2.7346112353331478,20140924_163631_envmap.exr
2,2014-09-24 16:38:49-04:00,TRAIN,0.3360570664140037,-2.7417905625247334,20140924_163831_envmap.exr
3,2014-09-24 16:40:49-04:00,TRAIN,0.33054949132724176,-2.748941750475428,20140924_164031_envmap.exr
4,2014-09-24 16:42:49-04:00,TRAIN,0.32502609010747374,-2.7560653134376745,20140924_164231_envmap.exr
5,2014-09-24 16:44:49-04:00,TRAIN,0.3194872336211003,-2.7631617575853147,20140924_164431_envmap.exr
6,2014-09-24 16:46:49-04:00,TRAIN,0.31393328533830567,-2.770231595273745,20140924_164631_envmap.exr
7,2014-09-24 16:48:49-04:00,TRAIN,0.30836460895588447,-2.777275335396366,20140924_164831_envmap.exr
8,2014-09-24 16:50:49-04:00,TRAIN,0.30278156488158037,-2.7842934880927084,20140924_165031_envmap.exr
9,2014-09-24 16:52:49-04:00,TRAIN,0.29718451798924783,-2.791286555243776,20140924_165231_envmap.exr
10,2014-09-24 16:54:49-04:00,TRAIN,0.2915738266341934,-2.798255044591115,20140924_165431_envmap.exr
11,2014-09-24 16:56:49-04:00,TRAIN,0.2859498504302709,-2.8051994602337995,20140924_165631_envmap.exr
12,2014-09-24 16:58:49-04:00,TRAIN,0.28031294868964585,-2.81212030497268,20140924_165831_envmap.exr
13,2014-09-24 17:00:49-04:00,TRAIN,0.2746634807593671,-2.8190180802469165,20140924_170031_envmap.exr
14,2014-09-24 17:02:49-04:00,TRAIN,0.2690018063933657,-2.825893286121424,20140924_170231_envmap.exr
15,2014-09-24 17:04:49-04:00,TRAIN,0.26332828425212007,-2.8327464235585147,20140924_170431_envmap.exr
16,2014-09-24 17:06:49-04:00,TRAIN,0.25764327997300485,-2.8395779851755147,20140924_170631_envmap.exr
17,2014-09-24 17:08:49-04:00,TRAIN,0.25194715523823175,-2.8463884690800425,20140924_170831_envmap.exr
18,2014-09-24 17:10:49-04:00,TRAIN,0.2462402759340918,-2.853178369600589,20140924_171031_envmap.exr
19,2014-09-24 17:12:49-04:00,TRAIN,0.24052301087018368,-2.859948179592319,20140924_171231_envmap.exr
20,2014-09-24 17:14:49-04:00,TRAIN,0.23479573051997238,-2.8666983927124488,20140924_171431_envmap.exr
21,2014-09-24 17:16:49-04:00,TRAIN,0.22905881548541385,-2.8734294943304386,20140924_171631_envmap.exr
